date,congestion_index,traffic_volume,average_speed,is_outlier,year,month,day,dayofweek,is_weekend,is_holiday,season
2020-07-11,46.20913893151673,2588.4215875097852,20.8061249046893,False,2020,7,11,5,1,0,rainy
2020-07-12,50.17459485463587,2467.248914905378,19.123627544243202,False,2020,7,12,6,1,0,rainy
2020-07-13,45.92834869796292,2557.880729156424,15.360606319075197,False,2020,7,13,0,0,0,rainy
2020-07-14,49.313665130084104,2831.2318422711583,19.44263651127968,False,2020,7,14,1,0,0,rainy
2020-07-15,58.073947290921076,2118.059976588606,19.25965579143397,False,2020,7,15,2,0,0,rainy
2020-07-16,51.885401712349115,2749.335860849444,23.190816131600346,False,2020,7,16,3,0,0,rainy
2020-07-17,45.73322741188072,2441.77153968624,21.74130911528813,False,2020,7,17,4,0,0,rainy
2020-07-18,53.20376285882757,2236.17398777561,16.862565738504703,False,2020,7,18,5,1,0,rainy
2020-07-19,44.99249494215734,2144.923429070155,20.967095610680555,False,2020,7,19,6,1,0,rainy
2020-07-20,36.67830691475247,2368.243809563845,22.517415087272845,False,2020,7,20,0,0,0,rainy
2020-07-21,41.665483623167674,2585.5074777175328,25.142218989821504,False,2020,7,21,1,0,0,rainy
2020-07-22,37.1899172681634,2370.8064821232733,23.278737984833533,False,2020,7,22,2,0,0,rainy
2020-07-23,44.6252952724958,2693.7168668305394,22.959647831189294,False,2020,7,23,3,0,0,rainy
2020-07-24,46.315012243908114,2096.452472428499,20.921010211906992,False,2020,7,24,4,0,0,rainy
2020-07-25,54.446283794811755,2379.5051274338493,21.97207631908424,False,2020,7,25,5,1,0,rainy
2020-07-26,47.541077280664595,2126.7145234726895,24.624767122411207,False,2020,7,26,6,1,0,rainy
2020-07-27,44.654493956260154,2445.2262745341277,16.94973590864707,False,2020,7,27,0,0,0,rainy
2020-07-28,49.7418400624125,2545.2218427143116,19.974248083006792,False,2020,7,28,1,0,0,rainy
2020-07-29,34.385256519875995,2279.075633211252,18.782017989384503,False,2020,7,29,2,0,0,rainy
2020-07-30,46.46647771380419,1837.8093763724137,22.316979106619836,False,2020,7,30,3,0,0,rainy
2020-07-31,48.99159889834793,2393.907817226692,24.952595490841553,False,2020,7,31,4,0,0,rainy
2020-08-01,37.594650636643046,2436.975166312969,19.556004596204716,False,2020,8,1,5,1,0,rainy
2020-08-02,50.55814630587611,2426.0402336875836,14.263576938581654,False,2020,8,2,6,1,0,rainy
2020-08-03,46.38518155585273,2587.937423915851,20.287928535998276,False,2020,8,3,0,0,0,rainy
2020-08-04,42.471156045089494,2122.2171325079953,24.357624143874474,False,2020,8,4,1,0,0,rainy
2020-08-05,47.56801670642967,2468.1664423670372,23.325188837104594,False,2020,8,5,2,0,0,rainy
2020-08-06,55.61574160997873,2566.3698221242976,23.094409876750927,False,2020,8,6,3,0,0,rainy
2020-08-07,45.03147875236775,1967.9469075109548,21.069850150627083,False,2020,8,7,4,0,0,rainy
2020-08-08,45.22486229925246,2383.443146216319,18.175114062476986,False,2020,8,8,5,1,0,rainy
2020-08-09,41.55034950266551,2214.578653809468,23.66283240656814,False,2020,8,9,6,1,0,rainy
2020-08-10,39.4631500067177,2295.0666210009203,19.721183100159855,False,2020,8,10,0,0,0,rainy
2020-08-11,47.73113195035559,2376.918882736698,28.885702007139784,False,2020,8,11,1,0,0,rainy
2020-08-12,39.16801729836482,2206.007380014564,24.156588484336737,False,2020,8,12,2,0,0,rainy
2020-08-13,43.677192543961624,2164.4392249036177,20.81701569362454,False,2020,8,13,3,0,0,rainy
2020-08-14,40.80397867140426,2302.5984606545,20.840903541698324,False,2020,8,14,4,0,0,rainy
2020-08-15,45.462086859862175,2074.566444161346,22.51449588462063,False,2020,8,15,5,1,0,rainy
2020-08-16,44.61247442536297,2071.1598911908095,22.195227451290155,False,2020,8,16,6,1,0,rainy
2020-08-17,48.01093058452988,2420.5715824885124,26.38673907062114,False,2020,8,17,0,0,0,rainy
2020-08-18,40.1543424648614,2051.373926742323,23.720054292986024,False,2020,8,18,1,0,0,rainy
2020-08-19,41.23840521504718,2410.8958969272635,21.092505207599103,False,2020,8,19,2,0,0,rainy
2020-08-20,37.57951314576838,2366.7182103111877,29.087306208486858,False,2020,8,20,3,0,0,rainy
2020-08-21,40.13964757171402,1925.672070404718,23.69444386226516,False,2020,8,21,4,0,0,rainy
2020-08-22,44.13766205155385,2132.021857122757,25.985484916033208,False,2020,8,22,5,1,0,rainy
2020-08-23,45.92844453243961,2503.1269240858605,21.988606445040688,False,2020,8,23,6,1,0,rainy
2020-08-24,37.42734474128572,2064.9120346372792,25.038786186745075,False,2020,8,24,0,0,0,rainy
2020-08-25,46.28323013731886,2165.1751636418394,25.020715524793793,False,2020,8,25,1,0,0,rainy
2020-08-26,48.6128087795656,2347.4507632166046,18.558135958194267,False,2020,8,26,2,0,0,rainy
2020-08-27,43.80363252887941,2408.7718422393464,30.41431808863273,False,2020,8,27,3,0,0,rainy
2020-08-28,51.02472426860397,2198.91457896551,28.38350379992044,False,2020,8,28,4,0,0,rainy
2020-08-29,37.67856343095151,2126.923243855753,23.464688468752232,False,2020,8,29,5,1,0,rainy
2020-08-30,35.233504785944646,2528.1773214147534,21.495752657077276,False,2020,8,30,6,1,0,rainy
2020-08-31,32.4749774749795,2588.8372943445424,25.993074294195445,False,2020,8,31,0,0,0,rainy
2020-09-01,48.7631583703527,2434.2597145435625,25.3598064339526,False,2020,9,1,1,0,0,rainy
2020-09-02,44.471706242034934,2253.0599673209445,26.317496125019183,False,2020,9,2,2,0,0,rainy
2020-09-03,40.841503419152794,2071.929658882967,25.97740479406122,False,2020,9,3,3,0,0,rainy
2020-09-04,42.441450224250005,2065.1593314682145,27.07494118687165,False,2020,9,4,4,0,0,rainy
2020-09-05,35.33899674026127,2333.496080355746,30.052997719050584,False,2020,9,5,5,1,0,rainy
2020-09-06,53.12271359714197,2310.4982551494722,27.571523537556892,False,2020,9,6,6,1,0,rainy
2020-09-07,41.4702696492822,2505.044630771468,22.87560536044461,False,2020,9,7,0,0,0,rainy
2020-09-08,41.30406675109353,2352.8028018492996,30.270796355470768,False,2020,9,8,1,0,0,rainy
2020-09-09,44.32159380911367,1920.1667603366425,31.26461845549217,False,2020,9,9,2,0,0,rainy
2020-09-10,43.036232695729254,2429.3251196559545,35.959695651023964,False,2020,9,10,3,0,0,rainy
2020-09-11,41.69180868749145,2017.559531519991,23.294830111099344,False,2020,9,11,4,0,0,rainy
2020-09-12,36.56401192265173,2138.697271605878,27.556733153559765,False,2020,9,12,5,1,0,rainy
2020-09-13,42.820531819375525,2263.9357422612056,20.745505814076356,False,2020,9,13,6,1,0,rainy
2020-09-14,49.822944312502216,2611.518152860604,28.81585559632758,False,2020,9,14,0,0,0,rainy
2020-09-15,47.0923947451334,2832.9425466318276,25.67725605387794,False,2020,9,15,1,0,0,rainy
2020-09-16,48.286555302956344,2330.963276920017,33.25843674562666,False,2020,9,16,2,0,0,rainy
2020-09-17,37.72273965155346,2171.7252172672042,25.33124119424015,False,2020,9,17,3,0,0,rainy
2020-09-18,35.291870392383416,2314.0979645064,22.755218582132883,False,2020,9,18,4,0,0,rainy
2020-09-19,39.57492848304686,2383.64697768112,26.577303226586086,False,2020,9,19,5,1,0,rainy
2020-09-20,40.44935904164365,2140.988509294567,22.23355316977178,False,2020,9,20,6,1,0,rainy
2020-09-21,45.61147609271644,2563.2578261933154,30.582782108500744,False,2020,9,21,0,0,0,rainy
2020-09-22,31.650900949102496,2249.410874768578,22.30419687778451,False,2020,9,22,1,0,0,rainy
2020-09-23,47.736610957368526,2302.2143986202423,28.755225678207513,False,2020,9,23,2,0,0,rainy
2020-09-24,39.27739201443091,2335.2077956306675,22.60721854447641,False,2020,9,24,3,0,0,rainy
2020-09-25,37.91454153925592,2285.785728792682,28.050905199061358,False,2020,9,25,4,0,0,rainy
2020-09-26,34.97288910615746,2368.7904295676713,34.11337051410937,False,2020,9,26,5,1,0,rainy
2020-09-27,31.74654503201723,2077.174214430998,30.436859179814213,False,2020,9,27,6,1,0,rainy
2020-09-28,44.127055763959234,2088.675734535284,26.93630530188088,False,2020,9,28,0,0,0,rainy
2020-09-29,40.37112702906845,1980.1052691994537,29.60518648471366,False,2020,9,29,1,0,0,rainy
2020-09-30,33.551028914747356,2287.925248527624,29.92494765538324,False,2020,9,30,2,0,0,rainy
2020-10-01,33.52469874232002,2355.7900787815656,31.460926420492644,False,2020,10,1,3,0,0,rainy
2020-10-02,38.32339148375045,2291.62402263641,26.11458588451974,False,2020,10,2,4,0,0,rainy
2020-10-03,48.352607514050135,2535.1234832976024,32.16492463046373,False,2020,10,3,5,1,0,rainy
2020-10-04,38.717689031626335,2199.3501698875216,22.44599500619769,False,2020,10,4,6,1,0,rainy
2020-10-05,32.51103550332792,2334.550839186056,28.84129764188934,False,2020,10,5,0,0,0,rainy
2020-10-06,38.812094718098486,1982.8841259279834,29.43769457295577,False,2020,10,6,1,0,0,rainy
2020-10-07,38.69420308232213,2124.314687436934,32.97379394485535,False,2020,10,7,2,0,0,rainy
2020-10-08,26.59334469111282,2341.440888687776,31.31268519689848,False,2020,10,8,3,0,0,rainy
2020-10-09,39.82920071653741,2372.840673622423,27.198713790601566,False,2020,10,9,4,0,0,rainy
2020-10-10,38.97183292501674,2145.0017777489675,28.63061447358029,False,2020,10,10,5,1,0,rainy
2020-10-11,43.63629365654617,2190.3380046027587,32.3513549328565,False,2020,10,11,6,1,0,rainy
2020-10-12,49.431715772010634,1902.0333095823553,31.68731379411463,False,2020,10,12,0,0,0,rainy
2020-10-13,45.854341732682215,2135.239657386981,30.355774130723233,False,2020,10,13,1,0,0,rainy
2020-10-14,38.91455199550164,2385.846496152231,30.818655486546927,False,2020,10,14,2,0,0,rainy
2020-10-15,34.766731237776575,2324.0218266658608,34.51700121243722,False,2020,10,15,3,0,0,rainy
2020-10-16,53.20939963970075,2310.4111629797853,31.04204025209035,False,2020,10,16,4,0,0,rainy
2020-10-17,40.68479433134943,2221.6158022745017,32.49669599888746,False,2020,10,17,5,1,0,rainy
2020-10-18,40.50729819364567,2214.5421837480635,39.4358131205751,False,2020,10,18,6,1,0,rainy
2020-10-19,40.368809401498446,2082.6188172167645,28.819122033097702,False,2020,10,19,0,0,0,rainy
2020-10-20,41.534459929567845,2356.086767812364,27.697892652395815,False,2020,10,20,1,0,0,rainy
2020-10-21,39.87963736096133,2302.237771495309,35.76647668607436,False,2020,10,21,2,0,0,rainy
2020-10-22,37.79331767736956,2318.252600951682,31.54105320444893,False,2020,10,22,3,0,0,rainy
2020-10-23,37.99028845800608,2116.5305263927253,32.782484564676835,False,2020,10,23,4,0,0,rainy
2020-10-24,40.626520771753654,1793.0400297107606,31.552835360914525,False,2020,10,24,5,1,0,rainy
2020-10-25,38.141596262477826,2445.1921458951388,33.274856861297415,False,2020,10,25,6,1,0,rainy
2020-10-26,37.365632958587824,2132.1283649575284,39.006623044249935,False,2020,10,26,0,0,0,rainy
2020-10-27,41.53584244193705,2057.555586295703,36.772897695415,False,2020,10,27,1,0,0,rainy
2020-10-28,39.80530044830024,2371.101378444934,37.10739257498397,False,2020,10,28,2,0,0,rainy
2020-10-29,48.67928984347979,2156.3772190331647,30.424911004202066,False,2020,10,29,3,0,0,rainy
2020-10-30,27.986233906592517,2449.219765266051,31.371616207953586,False,2020,10,30,4,0,0,rainy
2020-10-31,46.78297071231634,2363.1642834964605,26.457896910615528,False,2020,10,31,5,1,0,rainy
2020-11-01,47.64278637973012,2379.0846771573542,32.695571658035966,False,2020,11,1,6,1,0,cool
2020-11-02,31.13487792268397,1971.8637303016349,38.140886645580686,False,2020,11,2,0,0,0,cool
2020-11-03,39.88037797325348,2490.203275386937,36.96711775380493,False,2020,11,3,1,0,0,cool
2020-11-04,39.83108940636296,2302.898918337029,34.89563457771407,False,2020,11,4,2,0,0,cool
2020-11-05,34.74767599338674,2179.7016061600348,35.6355220757637,False,2020,11,5,3,0,0,cool
2020-11-06,37.995525971972015,2285.215975766242,33.77632510855747,False,2020,11,6,4,0,0,cool
2020-11-07,36.43350989092409,1904.344626967933,36.596085791264514,False,2020,11,7,5,1,0,cool
2020-11-08,50.85189564955034,2344.446865269101,38.416498851129084,False,2020,11,8,6,1,0,cool
2020-11-09,46.875433455029544,2060.036943042353,31.406445367621036,False,2020,11,9,0,0,0,cool
2020-11-10,48.663627206131416,1998.6414947661115,37.286437284027315,False,2020,11,10,1,0,0,cool
2020-11-11,46.025302235430544,1968.036420212853,39.31629457165113,False,2020,11,11,2,0,0,cool
2020-11-12,36.885020266948295,2498.4460486890184,35.40325311275274,False,2020,11,12,3,0,0,cool
2020-11-13,40.02322843896127,2153.5222143722463,38.87824972682863,False,2020,11,13,4,0,0,cool
2020-11-14,45.210432423180464,2589.6523304945263,45.34569721584738,False,2020,11,14,5,1,0,cool
2020-11-15,36.77279473272252,2179.3427207050077,36.71224636273089,False,2020,11,15,6,1,0,cool
2020-11-16,46.57040888034546,1948.6909103659164,38.32665501044557,False,2020,11,16,0,0,0,cool
2020-11-17,41.92784533697266,2070.579281843168,35.05190399670148,False,2020,11,17,1,0,0,cool
2020-11-18,41.38145977392256,2544.829238351504,37.92701702783721,False,2020,11,18,2,0,0,cool
2020-11-19,46.93845365859467,2270.329978939983,38.879078886992595,False,2020,11,19,3,0,0,cool
2020-11-20,45.73502094708037,2195.753672391385,38.19556960741815,False,2020,11,20,4,0,0,cool
2020-11-21,41.84084616200282,2341.373954903504,34.66247988586507,False,2020,11,21,5,1,0,cool
2020-11-22,49.576181532412555,2413.7425227012486,38.448886350746974,False,2020,11,22,6,1,0,cool
2020-11-23,38.50991466084923,2540.936702145954,42.322303905674374,False,2020,11,23,0,0,0,cool
2020-11-24,47.13241116511367,2611.2818398903555,39.385186911871784,False,2020,11,24,1,0,0,cool
2020-11-25,47.157503555303904,2253.8061888060424,41.0264225022977,False,2020,11,25,2,0,0,cool
2020-11-26,42.78525024051886,2064.7799358962566,37.52819414753765,False,2020,11,26,3,0,0,cool
2020-11-27,46.106311979534375,2251.5763738250585,40.585258436656815,False,2020,11,27,4,0,0,cool
2020-11-28,38.36438040269049,2390.6545498550877,39.26721888819741,False,2020,11,28,5,1,0,cool
2020-11-29,49.385979022379004,2150.223532548213,35.6680430219514,False,2020,11,29,6,1,0,cool
2020-11-30,43.988779879264,2155.96853386536,39.56517317328656,False,2020,11,30,0,0,0,cool
2020-12-01,42.448629395805014,2420.6249112619835,35.72080390314517,False,2020,12,1,1,0,0,cool
2020-12-02,50.45770772802657,2346.6493776511734,36.88096002235451,False,2020,12,2,2,0,0,cool
2020-12-03,41.84277883825769,2367.494317811462,39.4286911372185,False,2020,12,3,3,0,0,cool
2020-12-04,38.475400100778096,2213.832130537863,39.83091878533293,False,2020,12,4,4,0,0,cool
2020-12-05,37.88909820687615,2324.0871793937167,35.44731944608744,False,2020,12,5,5,1,1,cool
2020-12-06,48.858113730605034,2189.995290362644,42.250133686943656,False,2020,12,6,6,1,0,cool
2020-12-07,39.58297334545885,2557.593285463165,40.87466171757429,False,2020,12,7,0,0,0,cool
2020-12-08,54.91733684748574,2591.350845071668,37.11221018157222,False,2020,12,8,1,0,0,cool
2020-12-09,35.893107531674666,2019.8450646851793,34.67865972468422,False,2020,12,9,2,0,0,cool
2020-12-10,54.94552061968648,2207.9949913086066,38.918965755887186,False,2020,12,10,3,0,0,cool
2020-12-11,47.67985834007196,2099.43727910375,38.07534203354499,False,2020,12,11,4,0,0,cool
2020-12-12,46.30373782372439,2273.614314610911,39.80929890191982,False,2020,12,12,5,1,0,cool
2020-12-13,44.22619231939237,2391.8360386450413,38.434425773837276,False,2020,12,13,6,1,0,cool
2020-12-14,49.11085624295426,2123.526226196111,33.55248130131537,False,2020,12,14,0,0,0,cool
2020-12-15,47.092244912534696,2234.0405901147055,38.458049959638004,False,2020,12,15,1,0,0,cool
2020-12-16,52.96297645892075,2222.6025370488446,38.75162080284784,False,2020,12,16,2,0,0,cool
2020-12-17,48.1844105832507,2469.8516360780036,41.611983593151685,False,2020,12,17,3,0,0,cool
2020-12-18,48.532293677267724,2447.2924135060002,37.6560462987388,False,2020,12,18,4,0,0,cool
2020-12-19,46.13089394024452,2294.121139371963,44.82342481978685,False,2020,12,19,5,1,0,cool
2020-12-20,47.83300478296222,2478.8961614749064,34.08633440672474,False,2020,12,20,6,1,0,cool
2020-12-21,49.82607740264552,2339.2760398281034,43.78570356096848,False,2020,12,21,0,0,0,cool
2020-12-22,39.90606983007405,2399.3763317355047,39.207269744002666,False,2020,12,22,1,0,0,cool
2020-12-23,41.88628516833877,2793.5067864257276,42.4840791383529,False,2020,12,23,2,0,0,cool
2020-12-24,52.514240021120045,2732.0297968882637,40.16689167675361,False,2020,12,24,3,0,0,cool
2020-12-25,49.82331021616535,2209.15324338025,43.365374807191614,False,2020,12,25,4,0,0,cool
2020-12-26,48.220435330862124,2640.157043954601,38.80089585568764,False,2020,12,26,5,1,0,cool
2020-12-27,49.404145397303765,2641.638582857622,36.68044177753242,False,2020,12,27,6,1,0,cool
2020-12-28,51.22171185457581,2254.8614420824997,44.24818102469794,False,2020,12,28,0,0,0,cool
2020-12-29,46.95698548222572,2653.429045264148,39.65363206975062,False,2020,12,29,1,0,0,cool
2020-12-30,45.93634281143007,2802.4223768357597,40.6631938129638,False,2020,12,30,2,0,0,cool
2020-12-31,50.97922627548842,2275.4910387511177,43.704255742134386,False,2020,12,31,3,0,1,cool
2021-01-01,45.28026967348318,2321.6634426438973,36.90265266580786,False,2021,1,1,4,0,1,cool
2021-01-02,52.3854798947998,2713.8587768555235,41.780546700314815,False,2021,1,2,5,1,0,cool
2021-01-03,42.00327865104332,2569.7849623321054,38.21698389349609,False,2021,1,3,6,1,0,cool
2021-01-04,55.833802454651426,2630.9359830886006,39.57979498613274,False,2021,1,4,0,0,0,cool
2021-01-05,53.22263539943968,2593.9072829013335,40.17981864549895,False,2021,1,5,1,0,0,cool
2021-01-06,52.311165646043705,2609.0696934198586,35.446042614774406,False,2021,1,6,2,0,0,cool
2021-01-07,56.11553536872111,2270.767987807589,37.5909760961161,False,2021,1,7,3,0,0,cool
2021-01-08,59.700159943445534,2750.647172958269,43.95854319856164,False,2021,1,8,4,0,0,cool
2021-01-09,56.614938531733465,2780.210644684839,42.538800222391366,False,2021,1,9,5,1,0,cool
2021-01-10,42.50856028515655,2505.5097944408376,39.6642823355789,False,2021,1,10,6,1,0,cool
2021-01-11,45.48438226475394,2547.772622990201,40.550626434218685,False,2021,1,11,0,0,0,cool
2021-01-12,48.9269521102078,2255.3098494494416,38.90467328275978,False,2021,1,12,1,0,0,cool
2021-01-13,52.34967038109582,2669.4274051048164,43.82039548005589,False,2021,1,13,2,0,0,cool
2021-01-14,54.9750227624051,2686.0133181446135,39.10994278544702,False,2021,1,14,3,0,0,cool
2021-01-15,48.92481388539455,2564.167785134994,40.36400441245732,False,2021,1,15,4,0,0,cool
2021-01-16,53.65341539772644,2806.458119234332,43.06118120696768,False,2021,1,16,5,1,0,cool
2021-01-17,49.10790966703947,2519.7292836681945,37.24273742901268,False,2021,1,17,6,1,0,cool
2021-01-18,49.99162323160316,2704.397552575607,44.20014331079466,False,2021,1,18,0,0,0,cool
2021-01-19,46.17939113268253,2392.448030769286,34.878493301530625,False,2021,1,19,1,0,0,cool
2021-01-20,48.75906276538661,2596.546439703386,44.302099568466865,False,2021,1,20,2,0,0,cool
2021-01-21,46.77833819368204,2571.2319850723443,38.235652741275565,False,2021,1,21,3,0,0,cool
2021-01-22,48.81787916402007,2655.97894727539,38.56331787055589,False,2021,1,22,4,0,0,cool
2021-01-23,59.12484304547526,2541.7936361064103,33.556364974856045,False,2021,1,23,5,1,0,cool
2021-01-24,49.26788544790001,2594.151877627458,37.7942587305398,False,2021,1,24,6,1,0,cool
2021-01-25,67.33384635031011,2790.3675150719955,35.968756780314386,False,2021,1,25,0,0,0,cool
2021-01-26,56.79434542990876,2542.4798303174857,37.19207780519842,False,2021,1,26,1,0,0,cool
2021-01-27,55.40647403587847,2313.153382374387,38.52725306782593,False,2021,1,27,2,0,0,cool
2021-01-28,50.34371380812243,2988.9818621119393,41.7340810587601,False,2021,1,28,3,0,0,cool
2021-01-29,58.288887798202836,2919.910967772834,39.40241090121076,False,2021,1,29,4,0,0,cool
2021-01-30,52.0595663704109,2389.6801260268694,39.61892385366946,False,2021,1,30,5,1,0,cool
2021-01-31,55.69675851174784,2790.5428442046696,35.323051992353264,False,2021,1,31,6,1,0,cool
2021-02-01,68.03457876499947,2556.429728099396,35.878512942204914,False,2021,2,1,0,0,0,cool
2021-02-02,54.899752216759744,2714.0989945277015,43.82559042860176,False,2021,2,2,1,0,0,cool
2021-02-03,61.270719763104566,2724.5754197529845,36.12995461409596,False,2021,2,3,2,0,0,cool
2021-02-04,52.151135437281724,2623.1289668240706,43.20785481374744,False,2021,2,4,3,0,0,cool
2021-02-05,55.63306028205319,2517.4869489188604,37.41127733843959,False,2021,2,5,4,0,0,cool
2021-02-06,64.8012700477852,2540.309795624977,38.04614342675872,False,2021,2,6,5,1,0,cool
2021-02-07,52.94993341221241,2499.304677938289,41.14681157021128,False,2021,2,7,6,1,0,cool
2021-02-08,65.28271027439331,2520.249582886171,41.64547830258661,False,2021,2,8,0,0,0,cool
2021-02-09,59.89308268617916,2677.1940322571822,37.38912816415438,False,2021,2,9,1,0,0,cool
2021-02-10,53.67396173087848,2551.436870488344,36.44631342604312,False,2021,2,10,2,0,0,cool
2021-02-11,59.77838487770039,2834.9007986152073,37.33050266647904,False,2021,2,11,3,0,0,cool
2021-02-12,61.60720843646308,2999.7823167170686,38.39713612472744,False,2021,2,12,4,0,0,cool
2021-02-13,59.97957748332266,2590.105181893092,39.93998630829491,False,2021,2,13,5,1,0,cool
2021-02-14,49.14345967106419,2757.7183982225697,37.15942343741206,False,2021,2,14,6,1,0,cool
2021-02-15,53.4808803436934,2813.434008745119,38.88193363576104,False,2021,2,15,0,0,0,cool
2021-02-16,55.99884720520159,2811.4936656726286,41.81681307924255,False,2021,2,16,1,0,0,cool
2021-02-17,56.98200308413963,2735.8161604724132,37.92007672726124,False,2021,2,17,2,0,0,cool
2021-02-18,60.573081364718945,2872.628109980911,37.5835125476572,False,2021,2,18,3,0,0,cool
2021-02-19,58.47156308945189,2823.9415330797,31.96225748351693,False,2021,2,19,4,0,0,cool
2021-02-20,51.01742647528888,2483.291963599722,28.495303810028076,False,2021,2,20,5,1,0,cool
2021-02-21,59.70394776573757,2907.9199681990876,37.41923291754297,False,2021,2,21,6,1,0,cool
2021-02-22,60.96238529398689,2914.7418644803815,35.83439131884463,False,2021,2,22,0,0,0,cool
2021-02-23,60.81256312140196,2587.751105616687,34.437461119314946,False,2021,2,23,1,0,0,cool
2021-02-24,63.51929421784673,2751.0492847917285,36.57357234884272,False,2021,2,24,2,0,0,cool
2021-02-25,62.38437630576866,2883.108764552938,35.52121173932715,False,2021,2,25,3,0,0,cool
2021-02-26,60.607606659800254,2707.48842399387,38.94351511847215,False,2021,2,26,4,0,0,cool
2021-02-27,58.05535549905154,2966.7811312435456,35.674610811336755,False,2021,2,27,5,1,0,cool
2021-02-28,50.19336624769532,3227.7196263821306,33.03000723121322,False,2021,2,28,6,1,0,cool
2021-03-01,60.73573067842096,2600.431980955744,38.094212838162115,False,2021,3,1,0,0,0,dry
2021-03-02,59.71300198311152,2484.0279857881237,34.32373966423321,False,2021,3,2,1,0,0,dry
2021-03-03,60.1168112374193,2823.531230664248,36.404687468629106,False,2021,3,3,2,0,0,dry
2021-03-04,52.456932220332085,2909.532754008238,33.24136005300163,False,2021,3,4,3,0,0,dry
2021-03-05,53.514530762554166,2721.4211291689107,32.57124138283074,False,2021,3,5,4,0,0,dry
2021-03-06,64.26207296318694,3060.54139355988,34.619017010117744,False,2021,3,6,5,1,0,dry
2021-03-07,58.87236235874308,2504.382983896141,34.249494638591955,False,2021,3,7,6,1,0,dry
2021-03-08,62.54878336871646,2912.822121061922,35.49373838970048,False,2021,3,8,0,0,0,dry
2021-03-09,59.35130475781864,2655.1192221632114,33.090367235378665,False,2021,3,9,1,0,0,dry
2021-03-10,59.42419753327067,3122.138086315218,28.228117796593516,False,2021,3,10,2,0,0,dry
2021-03-11,64.02979131810923,3178.6542392805013,32.27866073756609,False,2021,3,11,3,0,0,dry
2021-03-12,56.81833693833209,2628.625499825899,35.797163093110015,False,2021,3,12,4,0,0,dry
2021-03-13,59.93656775897634,2673.7674890464264,32.3612926093905,False,2021,3,13,5,1,0,dry
2021-03-14,57.199188719426324,2957.2345322845067,32.351019736205814,False,2021,3,14,6,1,0,dry
2021-03-15,57.38986712875748,2709.4443180196686,35.88513287405129,False,2021,3,15,0,0,0,dry
2021-03-16,58.06543722137981,2779.2566915752427,30.625050049197938,False,2021,3,16,1,0,0,dry
2021-03-17,60.768068234717106,2794.7996654049384,27.96670831596932,False,2021,3,17,2,0,0,dry
2021-03-18,57.306896110197684,2407.084545315921,31.94660386238287,False,2021,3,18,3,0,0,dry
2021-03-19,66.0197851795918,2789.4625873328787,30.80863500133667,False,2021,3,19,4,0,0,dry
2021-03-20,55.30544690395905,2655.408947638862,29.194407500370726,False,2021,3,20,5,1,0,dry
2021-03-21,58.8787064819093,2695.7673766015287,31.398380452012255,False,2021,3,21,6,1,0,dry
2021-03-22,57.64608287615005,3084.068545719391,33.22983184595463,False,2021,3,22,0,0,0,dry
2021-03-23,67.10838384570853,2544.9034538623446,31.557728166327898,False,2021,3,23,1,0,0,dry
2021-03-24,60.8820988334314,2959.6207858758016,32.33634617022915,False,2021,3,24,2,0,0,dry
2021-03-25,65.0814447915225,2741.874076759018,36.68501573441415,False,2021,3,25,3,0,0,dry
2021-03-26,52.51437720375466,2742.3133383690188,30.045176881968935,False,2021,3,26,4,0,0,dry
2021-03-27,61.294441290818085,2956.850078054496,31.737562004244424,False,2021,3,27,5,1,0,dry
2021-03-28,64.42140370919874,2867.207750846225,29.20331121118338,False,2021,3,28,6,1,0,dry
2021-03-29,60.39577415793276,2913.653225790575,28.02009074134511,False,2021,3,29,0,0,0,dry
2021-03-30,65.31990198772358,2993.411935478477,28.632499848668438,False,2021,3,30,1,0,0,dry
2021-03-31,57.41124276929705,2733.668873957303,28.778885259797164,False,2021,3,31,2,0,0,dry
2021-04-01,67.0466445982898,2677.549875019307,31.12146277560383,False,2021,4,1,3,0,0,dry
2021-04-02,71.49365720464363,2582.944892284862,36.91812439935218,False,2021,4,2,4,0,0,dry
2021-04-03,58.181270004675284,2634.781778210416,27.5506666427034,False,2021,4,3,5,1,0,dry
2021-04-04,57.761284548846476,3389.482799737255,28.276910199929304,False,2021,4,4,6,1,0,dry
2021-04-05,67.24609399424243,3048.3110644069748,29.16554646617309,False,2021,4,5,0,0,0,dry
2021-04-06,67.86444974619526,2528.7827972846467,30.370632592825018,False,2021,4,6,1,0,0,dry
2021-04-07,57.336752975240636,2534.0400019814956,29.80245104853565,False,2021,4,7,2,0,0,dry
2021-04-08,57.831634407194855,2894.350267123923,32.69294138588936,False,2021,4,8,3,0,0,dry
2021-04-09,58.502217595632004,2906.7871786736296,21.39067672305242,False,2021,4,9,4,0,0,dry
2021-04-10,53.16452334715202,2906.380044133175,21.33865640596646,False,2021,4,10,5,1,0,dry
2021-04-11,55.26622176721732,2744.7932862784096,26.841849228948373,False,2021,4,11,6,1,0,dry
2021-04-12,54.80856168603948,2769.7871135934147,31.451917046054326,False,2021,4,12,0,0,0,dry
2021-04-13,55.95714909093426,2859.4600123255186,23.294150353876866,False,2021,4,13,1,0,1,dry
2021-04-14,59.586681069389776,2809.9817664483767,18.799870676953425,False,2021,4,14,2,0,1,dry
2021-04-15,60.89225562897322,2347.775384439212,29.368624322953544,False,2021,4,15,3,0,1,dry
